668, Bitcoin;Potash;Neos Therapeutics;Poloniex;Volt Resources Ltd;Port Of Tauranga Ltd;Gorman-Rupp Co;Xebec Adsorption
669, Apple;salesforce.com
670, Bank of America;CitiGroup;JP Morgan Chase & Co;Wells Fargo;Hydro One;Shopify;XING AG;Canada Goose;Wall Financial Corp
671, Microsoft;Partnerships
672, Morningstar
673, JP Morgan Chase & Co
674, Gold;Barrick Gold;TELUS;Wheaton Precious Metals
675, Symantec;NetApp;Apartment Investment & Management
676, Caterpillar;Coca-Cola;Dow Jones
677, Symantec;Sirius XM
678, Micron Technology;Earnings
679, Business Expansion
680, Amazon;Square
681, Roche Holding
682, Vinci
683, Apple;Micron Technology;TRANSOCEAN
684, Advanced Micro Devices;Rubicon Ltd
685, Ibovespa Brasil Sao Paulo Stock Exchange Index;Ibovespa
686, Softbank
687, UNITE
688, Deutsche Bank;Money Laundering
689, Revolut
690, Apple;Oil;NSE Nifty;Accounting and Audit Issues
691, Intrexon
692, General Electric;Brexit
693, Twitter;REAL
694, Conygar Investment
695, Microsoft;Adobe Systems;SAP
696, Amgen;Biogen Idec;Celgene;Novo Nordisk;iShares Nasdaq Biotechnology ETF;Nvoi Ltd
697, IPOs and New Listings;MarketsFlow
698, Adobe Systems
699, BCE;Mario Draghi
700, Snap Inc
701, S&P 500;Dow Chemical
702, Cree;Informa
703, Sears Holdings;Bankruptcy
704, NetSuite;Virgin America Inc
705, GPDR
706, Mario Draghi
707, Credit Suisse Group;Business Expansion
708, Taxify
709, Comcast;Avon;Caesars;Analyst Downgrades
710, Apple;Corning;Allstate
711, Den;George Soros
712, Bialetti Industrie SpA
713, Microsoft;Adobe Systems;SAP;salesforce.com
714, Den;George Soros;Viktor Orban
715, S&P 500;Earnings
716, Pfizer
717, Chip Eng Seng Corp;Partnerships
718, salesforce.com
719, Microsoft;SAP
720, Donald Trump;Kim Jong Un
721, Bank of Baroda;Dena Bank
722, Dena Bank
723, Motorola Solutions;Lenovo Group;Flipkart;Dena Bank
724, Microsoft;Derma Sciences;Dena Bank
725, Apple;JD.com;Alibaba;Baidu;JD Sports Fashion;Accounting and Audit Issues;Nickelore Ltd;Niocan Inc
726, San Miguel
727, Aimia
728, Dow Jones;Comcast;Den
729, Sistema;Den
730, Match;IPOs and New Listings
731, Barrick Gold;Australian Bauxite Ltd
732, Apple;S&P 500;Nasdaq 100;Accounting and Audit Issues
733, Apple;salesforce.com;Carbon Minerals Ltd
734, Borussia Dortmund;Den
735, Hays
736, Apple;Johnson & Johnson;Pfizer;AbbVie;Health Care Select Sector SPDR Fund;Accounting and Audit Issues
737, Consolidated Edison
738, Crombie;Earnings
739, AT&T
740, Nike
741, Transit;Den
742, Den;Mario Draghi
743, Apple;salesforce.com;Accounting and Audit Issues
744, Apple;Amazon
745, Monzo
746, Walt Disney;S&P 500;Sky Plc;Spirax-Sarco;DataTec;Spectrum Rare Earths Ltd
747, Apple;Sistema;Segura;SEIS;Matteo Salvini
748, Airbus;Air Partner;AAR Corp;Astivita Ltd
749, Walt Disney;Sky Plc
750, Microsoft;Adobe Systems;SAP;Saputo;SES SA;Partnerships;Sappi Limited
751, London Stock Exchange
752, European Central Bank;Mario Draghi
753, Oragenics Inc
754, Cannabics Pharmaceuticals
755, Brexit;Patents
756, Borussia Dortmund
757, Sony;Nintendo;UMT United Mobility Technology AG
758, Santander Consumer USA;Elections
759, Santander Consumer USA
760, Wal-Mart Stores;State Bank of India;Flipkart
761, AT&T;S&P 500;Deutsche Bank;Time Warner;Spirax-Sarco;Earnings;Spectrum Rare Earths Ltd
762, Microsoft;Amazon
763, Novartis
764, Apple;Facebook;Alphabet;Netflix;Accounting and Audit Issues
765, State Bank of India;Advance Auto Parts
766, Solvay;Donald Trump
767, Amazon;Patents
768, National Express
769, Origo Partners;Opporty
770, Barclays
771, Apple;Microsoft;Cisco;International Business Machines;Accenture;SAP;salesforce.com
772, ETFs
773, Bitcoin;Cubed Inc
774, Twitter;Mediaset;Den;Matteo Salvini;Silvio Berlusconi
775, Ethereum;Eaton Vance Enhanced Equity Income Fund II;EOS
776, On The Beach
777, Apple;Gold;Randgold Resources;Barrick Gold;Accounting and Audit Issues
778, Mastercard
779, EURJPY;AUDCAD
780, Hess
781, Walt Disney;Comcast;D'Amico SpA;Distil
782, Apple;GBPUSD;S&P 500;FTSE 100;Accounting and Audit Issues;MarketsFlow
783, Intel;Advanced Micro Devices;Jefferies Research
784, Fusionex International;Guggenheim China Technology ETF;iShares China Large-Cap ETF;iShares MSCI Emerging Markets ETF;KraneShares CSI China Internet ETF
785, Canopy Growth;Costa Group
786, SEIS;San Miguel
787, Sears Holdings;Cash Poker Pro;Bankruptcy
788, AVEVA;New York Times
789, Renault
